-0.1	-7.211617e-17
-0.08	-6.994443e-17
-0.06	1.949389e-15
-0.04	6.2201822e-15
-0.02	6.6249746e-15
0.0	1.2339843e-14
0.02	2.1159173e-14
0.04	3.05349e-14
0.06	3.9318216e-14
0.08	4.731068e-14
0.1	5.467331e-14
